,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
TNFAIP2,0.078826815,0.013046275,0.0,0.021398956,0.060281828,0.030573195,0.06002498,0.029199753,0.0145414,0.008158737,0.06982978,0.08448514,0.028185043,1.5664357,0.11275531,0.22035538,0.2825675,0.90903354,0.64353824,0.40294543,2.8609807,0.28347164,1.1930085,0.48869306,7.2005816,0.30338725,1.6916153,0.5112506,4.3324237,0.345342,0.86784214,1.5253557,0.4262453,0.0,4.6174583,1.580686,0.7895135,9.956418,4.374569,0.31942716,0.065476164
EIF5,2.4276028,11.180726,15.885767,2.4317968,19.150404,13.814942,2.4679782,14.711948,15.185661,16.415443,1.8724974,1.3291913,1.3131937,2.642052,1.6994019,0.93735486,2.1821594,2.3392415,1.2200958,1.5803607,1.5641683,1.5544181,1.833183,1.5465368,0.9595077,1.3263816,1.1795062,1.7692136,0.9559261,1.0566564,1.103618,5.4981575,1.1385438,1.5271926,1.5316359,4.1676216,2.9128757,2.6476686,2.5689266,1.4817492,0.7914103
CRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014970727,0.014889953,0.032516174,0.017835962,0.0,0.18058334,3.3388958,0.1448423,6.3252506,0.7198823,0.28268537,3.5529091,0.4500854,4.751617,1.026278,4.9835587,0.75136966,5.507731,0.9829838,5.5439873,0.57277125,11.211127,1.1978436,0.21793634,0.691347,0.0046262606,0.5310795,0.44024178,1.9613708,0.87086403,2.6268477,8.382972,0.09281161
LINC02345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013413061,1.5372111,0.04531086,3.3226943,0.05297728,0.02772428,3.575256,0.12666555,3.030176,0.21098477,3.6295261,0.0,2.9812262,0.13015918,2.9135706,0.07323336,2.244445,0.04037137,0.0,0.0,0.0,0.0023228424,0.0,0.0,0.0,0.005248517,0.0,0.0
MNS1,0.04938295,0.023547953,0.1300313,0.15878846,0.053705033,0.077691734,0.14121883,0.100655176,0.023306808,0.07067854,0.037838235,0.042520903,0.11872347,0.103630684,3.9494355,0.15492718,4.7792187,0.13875349,0.05915632,2.517088,0.17966399,4.3771324,0.20766583,3.1189044,0.2964145,3.5502377,0.19094266,2.5415952,0.039922748,4.041887,0.19064397,0.30244294,0.24642421,0.051069055,0.16234925,0.07375064,0.17883103,0.1094083,0.49589998,0.065226905,0.36310697
RPLP1,34.94018,36.07745,53.414574,57.159786,56.535843,54.409252,58.09317,49.606766,48.845688,46.51232,44.169662,29.75078,38.961147,86.07825,26.285357,50.141537,32.844223,79.92553,115.920006,32.884636,54.581673,26.437342,69.630646,30.417526,63.009087,28.461153,78.65135,31.513096,86.82141,43.71502,107.990395,26.294365,155.1151,65.760025,15.643305,47.022602,28.197393,26.182413,42.55329,171.13258,54.021126
CYP11A1,0.037392084,0.118425585,0.2646175,0.20813388,0.11655512,0.2128447,0.07571292,0.024570191,0.27525234,0.31377178,0.08866778,0.21108954,0.2831641,0.0,0.018793432,0.009460494,0.015477895,0.0,0.0,0.0008728376,0.0,0.0,0.0,0.004048823,0.0,0.009343818,0.0,0.0,0.0,0.0,0.0,0.04051582,0.0,18.925346,0.031018563,0.004037795,0.013607742,0.0024005119,0.0070493966,0.018831324,0.0
MEX3B,2.2066731,0.67304015,0.8506176,1.306523,0.9094122,1.4797237,1.7366505,2.2031727,0.3555265,0.26568076,1.7047449,1.9921302,0.8587146,0.022258678,0.0,0.015682232,0.029361641,0.013540504,0.0035043096,0.016079843,0.01856184,0.0060938266,0.009584535,0.01890456,0.042972766,0.0048744115,0.0,0.01564395,0.024033803,0.011212093,0.0,0.020652844,0.0,0.012346496,0.0034334762,0.0020037335,0.044417873,0.00155707,0.010176288,0.0019078807,0.06712069
CIB1,0.77051926,0.60578555,0.60099834,0.9747924,0.54842275,0.49144638,0.56401163,0.39225158,0.48150277,0.5656097,0.8240018,0.5555485,0.6307288,0.90328395,6.746105,1.5092816,6.507345,0.98355335,0.91145617,7.530958,1.4635531,8.521795,1.2319793,7.010998,0.9593868,8.220546,1.5563473,7.923237,1.2788415,8.035993,1.3376696,1.2564192,1.5249218,1.6325326,0.85362786,1.7210187,2.6540477,1.9838556,1.9620113,1.5876276,0.94664145
CCDC78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072202664,0.047118243,3.6337163,0.082802676,2.913695,0.11065302,0.0,5.5206814,0.20620738,2.3833025,0.106820226,5.7992983,0.13638367,2.6747127,0.1148615,6.075509,0.20637771,2.5118742,0.0,0.012007883,0.04400533,0.0,0.030657724,0.023637252,0.005505916,0.0017623272,0.1362127,0.004866502,0.0
MSLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056591,0.2687036,2.3743227,0.51014924,3.3548863,2.3243194,0.81189096,14.175394,0.4185711,5.7507977,0.38587004,5.9689264,0.3462371,4.558329,0.28629532,4.369091,0.24631731,1.3350846,3.328535,1.238232,0.0,4.1265025,0.86784214,0.5004392,4.7795825,1.8976363,2.891484,0.0
RPS2,92.48032,97.7008,64.28959,78.31694,71.330124,70.19798,94.432884,76.73359,42.88871,43.199543,45.862183,26.168438,43.546318,62.643547,8.900191,17.292566,14.828937,65.38205,7.065542,15.640341,34.786106,1.8854507,10.123171,15.706031,37.233406,1.8509159,7.1760826,16.604433,50.954414,2.0073779,3.7661917,34.679543,71.40451,42.86128,11.928838,31.20986,17.223524,15.2029705,33.54539,36.787823,74.9294
SNHG19,0.10659935,0.07364992,0.37759098,0.16448292,0.27841026,0.23866807,0.078263246,0.22483729,0.45515764,0.16954918,0.39461797,0.19705555,0.19747217,1.844028,0.21422365,0.99414593,0.51898956,3.8266048,2.6536536,0.25000796,0.6964645,0.19123425,1.2166681,0.22691618,1.4018931,0.31615877,1.7690915,0.13473351,1.1335675,0.3896007,2.762308,0.31730098,0.503815,0.20382209,0.47764522,0.34215748,0.36206624,0.12266627,0.7198198,0.7512439,0.4167557
TNFRSF12A,0.53555787,4.818907,1.6179512,0.0,1.9477197,2.5358362,0.09007848,3.6600852,2.2456489,3.5897818,0.02893649,0.8158455,0.0,0.68522656,0.4648531,0.12198549,0.81612974,0.9376481,0.28344727,0.67291826,2.8609657,0.18848464,1.0080067,0.5558178,1.4646753,0.111740455,0.54482037,1.5381894,1.212405,0.26018798,0.19330822,2.6095483,1.624982,3.088749,0.49768835,0.6826053,2.526741,0.8306673,1.999913,1.2693524,0.7784657
SMIM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0150201,7.07809,4.4586678,6.536601,1.607811,2.221391,4.665414,1.5019584,4.756767,1.013465,7.492037,2.0723486,5.2806973,1.0649496,6.705689,3.7556672,10.322269,2.3794534,0.28033018,4.312266,0.0,1.5665627,0.019130738,0.21302833,4.0351567,1.908347,2.3016424,0.5496309
ACSM3,6.084131,12.766931,4.553129,0.52796483,4.536116,5.41932,2.833985,6.236385,3.0556157,3.3794749,1.371994,7.3639627,0.63958067,0.33056268,0.23396762,0.6048552,0.11777663,0.36268994,0.49355018,0.018500742,0.28199157,0.032375604,0.28537917,0.08611365,0.42315763,0.019760218,0.31412366,0.041728932,0.26442888,0.089284055,0.4474292,0.034864757,0.47515795,1.1972438,0.08095593,1.1696712,0.09781955,0.143147,0.2930524,0.023359092,0.2016851
ALDOA,6.7485256,7.146552,4.0459213,6.343845,3.2940502,4.23813,4.0585217,2.7136993,5.3415875,6.684594,6.0935526,2.9518707,8.077088,0.6349866,0.44525868,0.7214695,0.39147067,0.6314576,1.0769372,0.18642151,0.23619951,0.33416966,0.5340911,0.331122,0.5244445,0.30772915,0.6542495,0.3594095,0.6387345,0.45532718,1.336984,0.34245002,1.0465634,16.920412,4.4710765,11.529625,11.62038,9.031507,0.37465507,10.576993,10.6256695
MT2A,1.5099628,4.3315697,1.762428,3.3965418,2.4505825,6.194769,2.401145,1.898694,5.4854093,2.8385303,2.8673785,7.903629,2.7729993,1.5454112,3.5948584,1.4221234,4.9559364,1.6750501,2.2534173,2.1964672,1.5920134,2.5562978,0.9317587,2.7666087,1.6737633,2.4230025,0.6435282,3.3076386,0.8974968,8.73456,1.581013,2.576414,4.472783,108.81557,10.223388,0.98230696,6.8787856,16.476164,5.567787,5.2283545,5.658413
MT1X,0.5711859,0.376374,1.5426153,3.4720814,1.0401455,1.5898457,1.2343718,0.70103645,1.9261578,1.2441052,3.254822,1.9002941,3.2030118,0.55077195,0.8740428,0.4037601,1.2128843,0.4585959,0.65169543,0.17398918,0.16640183,0.38328394,0.33390942,0.28900695,0.14752612,0.3386392,0.31342542,0.71948934,0.27596563,1.1450671,0.597674,0.20348355,1.310878,12.288045,2.4135067,0.36546248,2.073624,1.6964179,0.7052328,2.2454977,2.833174
HERPUD1,3.6484294,4.4375997,7.4922614,1.1250613,6.008076,5.0092125,2.7054176,2.5559134,13.540015,13.011567,1.4785091,2.8715172,1.2642039,1.6883266,2.4903975,5.7574124,2.0174618,1.7503846,1.1827961,1.9274724,5.1473956,0.9335968,1.3088442,1.872,4.116835,0.9693656,2.1726997,2.4669049,3.449949,1.0531743,2.0624056,1.3116053,0.5696394,1.2396663,1.7385517,0.613676,1.7484062,1.3324355,1.4160286,0.7003526,1.0714827
TPPP3,0.021876458,0.015119743,0.060473137,0.025590822,0.0102853915,0.07129878,0.009914598,0.017803447,0.031129485,0.034056727,0.032373946,0.02261057,0.08402163,0.38073632,27.68908,0.6695359,43.835823,0.99598616,0.23843431,49.707943,1.5734775,63.833656,1.8175063,50.059383,0.7716577,67.0742,2.3517761,50.32508,0.78823346,57.42243,0.5063953,0.4857221,0.16059428,0.016132856,0.17928308,0.015929092,0.25643066,0.024776408,0.4154203,0.26445782,0.1271851
DYNLRB2,0.0,0.005266461,0.026987469,0.011463367,0.0,0.03126972,0.015655879,0.0,0.0,0.0072170356,0.007010169,0.019935094,0.007898815,0.11154933,6.9880486,0.22635615,6.3709164,0.14816715,0.11780499,5.46925,0.17669712,6.9427133,0.23955683,6.0552506,0.1367944,6.5627594,0.11858264,4.7802134,0.11617956,9.689579,0.15502638,0.0,0.0026116231,0.0,0.012171042,0.020496089,0.009350063,0.0044990894,0.059711337,0.006497878,0.19488117
DNAAF1,0.017616883,0.014090855,0.0,0.013882101,0.0,0.0,0.01841631,0.0,0.0052537257,0.0031106155,0.0038321333,0.0052438676,0.014361689,0.16287787,3.3629746,0.08856067,7.359949,0.34344417,0.035803188,8.014927,0.24267544,9.707611,0.42477033,7.1394205,0.20635457,9.827186,0.32013145,7.5653768,0.22932583,5.815884,0.086157896,0.017966839,0.0064224675,0.0,0.14211713,0.022133844,0.053920053,0.011218066,0.1547943,0.0058318814,0.047892723
MAP1LC3B,1.0679373,3.1010146,4.3697433,0.6353571,4.5038815,3.6853688,0.85356534,1.903156,6.198658,5.178565,0.851295,0.7954295,0.80314624,1.2570097,2.0561218,1.3739578,2.0813413,1.2045696,0.27446598,1.2676933,1.2736976,0.41560912,0.4462735,1.4683387,1.3040959,0.38607574,0.26233962,1.9463537,1.4868451,0.300243,0.23432656,0.4150515,0.7513924,2.7475235,0.8176187,1.8959517,0.9270465,0.7840884,0.26050153,0.59791774,1.1707385
TEKT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054118545,3.6711645,0.05389683,2.7894447,0.08804018,0.004531365,2.42337,0.13488822,3.8776147,0.17233664,2.8185244,0.10151734,3.6616402,0.15050381,2.2670166,0.05208638,3.7106428,0.019496638,0.0,0.0,0.0,0.03350148,0.0007223573,0.00477507,0.0024171707,0.20769371,0.0,0.0
RPL26,19.909567,21.495327,36.504013,38.400852,37.52031,37.827736,38.35491,32.829685,30.596716,28.202372,24.08261,21.385185,25.079462,60.982964,22.000204,50.581978,20.32439,70.32333,75.279335,16.584055,28.419481,17.95328,39.185623,16.723186,42.137566,19.05776,54.917194,15.457937,59.335262,30.203745,90.49004,9.027562,23.40012,31.774439,6.2140207,13.181024,9.046456,5.267168,6.074741,28.574345,56.745056
CFAP52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020809874,2.3235128,0.059763994,2.1511323,0.039152052,0.0,1.9735347,0.09114726,2.3311815,0.062405244,1.9421589,0.04614762,2.2766006,0.10020511,1.9720376,0.0,2.3204732,0.024295175,0.0,0.022028549,0.0,0.010889302,0.0023780211,0.003337826,0.00082970096,0.05716895,0.0015101498,0.0
DRC3,0.053104136,0.0075586243,0.0138420565,0.0,0.0,0.0,0.0075958567,0.0,0.010221969,0.004506334,0.06911718,0.03254706,0.061015572,0.12189635,2.0549078,0.10337529,3.2509544,0.17452708,0.1049413,3.7359536,0.2194632,4.352566,0.17218117,4.0009403,0.03652507,4.3034797,0.3045106,3.0382633,0.13442746,2.9810712,0.017542789,0.12793869,0.01564325,0.017252605,0.071182184,0.0052759657,0.055023856,0.0120444335,0.17124517,0.04183634,0.018623224
RPL23A,18.138752,19.51912,34.36013,41.9265,39.57431,35.189884,36.465622,28.529207,28.88021,28.746841,28.385191,18.505024,27.434612,53.339546,21.516842,43.539692,19.82248,58.686123,58.613304,20.820711,23.48682,19.415209,30.6354,20.951456,33.21917,19.180264,39.759865,16.276747,49.700657,24.559605,62.079784,6.659156,19.746763,23.753319,4.152918,10.965804,9.630613,5.24586,4.5494657,26.56077,61.961452
OMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007882965,0.0,0.04284793,6.197681,0.121466145,0.789112,0.0027711266,0.0,1.170997,0.074960984,1.0212331,0.019800946,3.2803235,0.054059003,1.1206583,0.06584327,5.2707143,0.096322335,2.903535,0.0050266325,0.007589677,0.0,0.0,0.002074481,0.00036117862,0.0011219665,0.0,0.009766499,0.0,0.0
CCL2,0.026818233,0.09975535,0.0,0.0,0.016354734,0.01889226,0.0068908012,0.062774256,0.057701327,0.11993113,0.08023726,0.14414372,0.0,9.33396,0.38239846,0.25861526,0.894791,4.19739,9.790189,3.7753708,37.595413,0.55959314,6.7515187,2.2146723,51.342022,0.92032665,14.71913,1.2873689,25.48984,2.5171068,16.729567,0.8719423,0.037630107,0.17114253,0.13066839,0.037553616,0.45781896,0.20155908,0.029863458,0.015034539,0.6604766
DUSP14,0.29802212,1.0139211,3.5970922,0.41684946,5.12055,3.728786,0.2839141,2.7970219,2.7966418,3.2728229,0.1420819,0.17318058,0.34569344,0.19488005,1.0501469,0.051613357,0.84574807,0.25056797,0.20688406,0.6835941,0.26268992,0.625867,0.3639859,0.77040344,0.104480274,0.5051791,0.2954599,2.2529204,0.19620903,1.1552309,0.1821865,0.2463403,0.34020782,0.15661709,0.09114025,0.14177617,0.14962925,0.0548843,0.19878468,0.25623226,0.34222716
KRT19,0.09368465,0.04180984,0.0,0.0,0.008477821,0.0,0.013091989,0.0,0.036222816,0.044495136,0.0029662468,0.00069279387,0.013701397,4.0546694,4.5794406,4.5254383,6.2639384,6.0610156,1.2236674,3.6868582,9.006544,2.4366794,5.433119,2.692443,2.7577538,2.1276097,2.6818128,4.4232655,2.9541795,2.2970428,0.6052494,9.096406,13.88627,0.12766635,6.0691957,5.7253757,10.906745,7.0882897,2.3489835,24.147772,3.3776932
EIF1,18.263933,41.156284,28.952839,9.671184,33.382374,25.787846,14.533933,23.364788,41.702106,42.85284,11.472698,7.9737363,8.738331,18.10268,18.777752,15.540278,17.390627,16.801588,15.557474,16.02984,18.237688,14.810743,17.487751,15.690147,15.653701,15.231811,17.520687,18.450632,17.398346,18.60472,19.86914,13.056787,18.153822,17.233768,5.3715186,12.035304,9.457685,4.0725045,9.358224,11.045854,17.503077
HSD17B1,13.523058,6.805148,2.0390282,4.6724195,2.041283,2.8221312,3.1825662,1.2398993,2.4423542,1.9888537,8.093535,3.8028421,3.4574256,0.027056107,0.060896017,0.059227273,0.060597807,0.08440923,0.0024677287,0.04423514,0.03023131,0.00027430445,0.0028458363,0.05738988,0.10635639,0.014187592,0.0116987415,0.07025126,0.01528341,0.0,0.0026748867,0.056516796,0.04228897,3.73566,0.14888234,0.08494346,0.19975932,0.05296141,0.08455044,0.11777762,0.020115947
LRRC46,0.0,0.005303039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023272547,0.0075427694,0.0,0.011893763,0.00965921,2.90133,0.09438591,3.6384773,0.16224286,0.0014866529,4.595442,0.21521044,6.2811007,0.39006376,4.8896956,0.08792091,6.012543,0.23425677,4.452251,0.20268431,5.2967277,0.010233459,0.0,0.0,0.0,0.0032666624,0.0039181476,0.020192418,0.004298254,0.07857437,0.009371951,0.03210685
PRR29,0.09352508,0.00528565,0.0,0.012067556,0.0,0.0,0.016397191,0.0,0.01794682,0.004727226,0.017881138,0.002966965,0.010407328,0.025799476,1.8631824,0.06496532,2.3774126,0.057369716,0.009298283,3.7783864,0.16081648,3.1693633,0.104049176,3.4639084,0.106013104,3.5027578,0.17499936,4.088913,0.14385463,2.0760005,0.0030573306,0.008132835,0.0,0.0,0.010651822,0.00022764532,0.015230219,0.026518675,0.10372707,0.0013166558,0.0
DDX5,7.0283737,17.121805,12.182201,6.165996,12.470903,10.438355,4.498967,6.931114,30.799824,28.742716,6.0994687,5.883565,9.149809,4.4337964,9.895201,6.0250463,9.3674345,6.598831,3.6198103,5.423159,5.0575643,6.3182716,6.9937916,5.6866546,4.8257775,6.5594606,5.720655,7.019345,4.497549,7.2320347,6.1187606,5.172207,4.1789308,5.2815638,4.8545,2.9235814,5.337768,2.3265612,2.0649176,1.7294687,4.5538387
KPNA2,0.78697073,1.4279505,4.09982,1.4048909,3.2376623,2.585741,0.55977124,1.8970891,4.8411827,4.41906,1.3281655,0.44736418,2.75851,0.42180648,0.09411953,0.16945006,0.15499447,0.18997632,0.11414212,0.22380012,0.120164886,0.17999624,0.36136118,0.46367893,0.2187855,0.15331939,0.18256475,0.3326828,0.23973945,0.30138767,0.21304694,1.4224669,2.688654,0.65072614,0.28479353,0.7055917,0.65890235,0.3951701,0.55073345,0.51636225,0.96636736
FDXR,3.308576,1.7842455,2.332145,4.116629,1.701322,1.6822375,1.3703146,0.7692872,2.7418506,3.2892635,4.388697,1.196304,6.5913005,0.123112835,0.62787044,0.07945847,0.620704,0.18294396,0.024672844,0.80234957,0.09922938,0.7960532,0.30825776,0.6503051,0.053523928,0.9438493,0.33146355,0.82899874,0.036643334,0.5241874,0.15128766,0.14804868,0.091439605,3.4302614,0.07420318,0.1272688,0.18003194,0.027219743,0.08222229,0.10136428,0.12130411
FOXJ1,0.006890284,0.0,0.0,0.008158053,0.0,0.0,0.0026034017,0.0,0.022964392,0.0,0.0,0.0,0.0,0.4568428,4.4623227,0.2706331,4.4873176,0.6280289,0.13177755,7.908379,0.5689774,5.221213,0.7176461,10.20328,0.2110804,4.13952,0.5573741,13.313247,0.31667575,3.1818113,0.075031996,0.11180387,0.5583893,0.0,0.1749314,0.47160205,0.30218053,0.13570017,0.4761077,0.06509204,0.17041883
JMJD6,0.40088663,2.358149,3.7479258,0.22295387,3.0059397,2.309567,0.23876849,2.3645191,4.381196,3.0516324,0.18137087,0.2976737,0.25097007,0.5086079,0.299612,0.17022794,0.64225733,0.39856428,0.45011955,0.51735425,0.68022686,0.53043544,0.5488274,0.6043598,0.5649303,0.5294074,0.43981236,0.7006787,0.3834041,0.21149498,0.24557915,0.27510354,0.3447642,0.5130937,0.17017576,0.25685033,0.32065025,0.08480994,0.23677227,0.080178194,0.18474324
SRSF2,3.6448884,8.19185,7.288994,3.0802405,5.1326494,3.9858012,1.508847,2.9671175,9.000176,7.6279893,1.9964367,2.5025427,2.7953472,3.5736663,1.6850073,1.579434,2.5992353,3.3869877,0.94305646,3.096026,3.8623667,1.2166517,2.2230983,4.1173134,4.6660423,1.1433333,1.4823781,5.1479497,4.5537105,0.7350112,0.7359709,5.704793,2.6356864,2.090536,1.5566715,1.7136478,2.3548262,1.2365438,1.9361376,2.1819243,2.431957
MYL12A,4.627598,16.949074,8.857988,3.4094343,9.481979,13.131725,7.186646,15.8082905,9.2169,16.135132,5.237825,8.449091,3.3950377,1.9906971,4.5125346,3.6217332,4.11542,1.7233992,2.9758418,4.538256,3.7410038,7.593022,4.072134,4.039224,2.9527953,6.362678,4.262374,4.214324,3.1346402,5.0278487,2.8494031,4.6174626,3.9885437,11.5639305,1.6938286,4.4227934,2.2677157,3.9394832,2.2314148,4.7910914,2.4888906
VAPA,3.4770179,11.118325,7.554554,3.7269213,8.420536,9.009542,4.099382,11.92443,7.0496664,9.307211,3.0138075,3.3077538,2.9675868,1.6476008,3.5572333,1.4803199,3.906345,2.2090456,1.2565075,3.4396806,3.5692914,1.7823087,1.7545038,3.6768265,2.1319308,1.5261073,1.6675285,5.1674385,2.7059639,2.188395,0.85020256,2.2330177,3.2450795,5.7255187,1.0376143,1.7662588,0.9593575,1.6040211,3.4507954,1.9258183,1.4642196
CFAP53,0.010942876,0.01878236,0.0,0.004062423,0.052213293,0.022568109,0.028835863,0.039793827,0.045526408,0.022915553,0.0074047325,0.0,0.02112515,0.06309579,3.4935246,0.12286115,7.289363,0.2577861,0.06475037,3.1300044,0.0076892725,4.904881,0.14523816,3.1508489,0.050111137,4.240374,0.14584999,2.660243,0.023648677,4.4591084,0.09520932,0.010141742,0.04478413,0.0,0.07514509,0.06423087,0.030614762,0.03912942,0.3055246,0.04417481,0.013625241
MRO,0.035261396,0.09760583,0.065169215,0.034677714,0.038910445,0.081760645,0.06355037,0.12674282,0.032951307,0.007977932,0.07895283,0.04778076,0.063271664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012094706,0.0010836165,0.0,0.008293742,0.0,0.0,0.0,0.024958262,0.0,20.879618,0.003661835,0.003285685,0.00023902686,0.001504092,0.0007538966,0.0,0.0
PMAIP1,0.581464,2.5232682,2.905593,0.56433177,5.6193447,4.3426094,0.22861192,6.394085,3.4598565,3.0780756,0.23362677,0.33703667,0.21171641,2.7044497,1.4125615,0.84013283,0.8561133,2.025889,1.8141868,0.83465594,2.616057,1.535382,3.4118373,1.2287918,3.9726999,1.0977567,1.5653815,4.8156724,3.5759857,1.3443934,2.9308653,0.52050436,0.22943215,0.035043813,0.6289852,1.4477224,0.5009478,1.1106479,0.44890717,0.14038032,0.32564133
AMH,36.546703,18.678873,6.9245563,12.118742,5.6442447,6.5044336,8.242786,5.259211,10.542526,9.900894,33.59433,7.4235625,26.109776,0.0,0.0,0.0048843166,0.008814247,0.01128704,0.0010270553,0.004950306,0.0,0.0,0.0,0.0,0.032618348,0.0,0.0,0.004592705,0.0,0.0,0.0,0.0,0.0,0.31385887,0.004046701,0.007971263,0.00828443,0.005022616,0.0031088423,0.0295622,0.0
RPL36,13.783548,13.434198,43.012386,40.980724,39.7788,44.081764,37.470684,29.541597,33.92227,27.823193,38.82136,33.578754,33.46337,54.652313,21.470928,41.0709,21.618105,61.34621,64.02497,17.549425,30.782927,17.430195,39.561592,21.041842,43.371487,18.51488,46.288174,22.257479,63.18974,35.326347,80.365616,4.498912,30.693165,27.24025,10.779558,37.590263,11.26709,8.698176,17.277935,23.587404,40.258244
CATSPERD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042664126,2.4475448,0.064199105,2.7539034,0.074339926,0.00285809,3.383663,0.0,2.7070782,0.16473056,2.5154557,0.0,2.6463103,0.083682254,2.201182,0.03797988,2.8559878,0.0026748867,0.0,0.0,0.0,0.0006952191,0.0016620031,0.00086403586,0.0,0.0624005,0.0,0.0
CAPS,0.1168933,0.047089923,0.0,0.021116639,0.0,0.025611643,0.03473643,0.0,0.017771065,0.01665075,0.09861911,0.09858818,0.0797162,0.8442882,49.957573,1.6443685,30.975237,1.5942463,1.3992103,42.446407,2.292467,29.551607,1.2379047,65.81312,1.423952,34.461334,1.4982458,73.67795,1.9010305,55.8397,0.9830258,0.24295416,1.1467052,0.0038913721,0.2900929,0.11731904,0.55191004,0.122813664,9.211846,0.44113582,0.0
C3,0.020109918,0.033958968,0.0,0.0,0.0,0.0,0.0,0.026834873,0.006940494,0.025398355,0.0,0.02355531,0.0,5.235822,0.18308915,1.2182128,0.18727984,1.5698304,2.6597042,0.080553055,2.224616,0.23414458,5.388236,0.11236517,2.0096393,0.17239776,3.4868007,0.0818357,1.6919718,0.025420686,0.9422895,1.4597906,1.5073236,0.073692605,5.8418255,3.6220493,0.24885894,2.4598227,1.607958,2.39875,0.16137213
RPS28,12.034108,13.225001,42.69409,37.121666,38.060246,43.967205,30.750166,25.184898,34.45618,27.974426,34.9586,25.503853,31.86547,52.777306,19.85083,36.33748,25.255949,64.27723,66.25096,16.20719,23.792933,18.363281,38.10095,18.203514,35.981026,19.51203,45.287766,19.094753,51.80202,28.344707,74.025894,5.69641,29.311083,31.925947,9.884293,40.181316,16.474277,15.182475,43.12585,23.544533,46.48474
PRDX2,4.4852185,3.7740293,3.900549,10.006519,2.8611126,4.22506,6.8630443,3.0182126,4.4979577,5.8057413,5.7863326,4.527099,9.590186,1.2356486,2.1181843,2.6265008,1.2370068,1.3932248,1.7015462,0.9803392,1.4324523,0.99046856,1.5600897,1.1227213,1.4829799,0.9954104,1.3752531,1.2169384,2.4820578,1.7157891,2.9131489,2.553331,0.77260685,5.812775,1.6671383,4.423132,3.1421607,2.7114713,6.660664,1.4382634,3.493793
DNAJB1,2.304473,16.790943,41.078552,4.719958,49.553917,38.704594,6.335441,62.576054,18.553274,15.695283,0.31135282,0.3350956,4.6536613,6.4326425,5.101648,2.0483613,13.503419,11.617553,8.7663355,7.8848853,7.2133,7.3436427,9.544683,8.897077,8.604971,5.8658357,11.422395,9.378315,4.05398,3.9255593,3.0197527,1.9241747,0.45172256,0.77252126,4.900139,1.5342175,5.0916862,2.735398,2.107295,0.82762975,1.4382349
