,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
HSPG2,4.7362957,1.2858262,0.9600422,2.1538124,0.9515051,0.9640689,0.6484345,0.3143884,0.84206295,0.70647705,9.570391,2.016387,5.703177,0.28728712,0.10991263,0.111765444,0.21021967,0.15760326,0.13003813,0.22225744,0.17404658,0.3513111,0.42226696,0.13880314,0.012091148,0.3297504,0.15491587,0.10056304,0.0419935,0.13039435,0.14732607,0.7440107,0.45199192,1.9400309,0.89157015,0.24077134,0.82641155,0.30593565,0.5987681,0.40785924,0.261306
ID3,12.18052,6.267715,10.783078,6.9156094,9.929266,10.391171,15.154165,4.997245,10.961527,4.5666738,6.607258,12.453582,1.0965846,1.665405,0.7968011,0.38847244,2.9759674,3.5566227,0.5561341,1.3832115,1.180713,0.5907899,0.75948584,0.93267703,0.77083683,0.62617135,1.2108558,0.6282622,0.5003892,0.8992326,0.4829663,0.699212,0.87837327,0.37752256,0.18064877,0.06880304,0.25596988,0.23615481,0.071034424,0.13357861,2.7559605
PNRC2,1.065757,3.6448398,5.7609944,1.4718658,5.640013,4.6550865,1.4679638,4.655865,4.3098063,4.7189837,0.93724895,0.7018167,0.9946369,0.73365766,0.92051625,0.57181627,1.0808132,1.5974838,1.3718771,0.6915988,0.9438934,0.70843124,1.6297392,0.8110179,0.7731653,0.745119,1.5989121,0.9860157,0.75023097,0.4401425,1.1039655,0.8193058,0.98213595,0.5645907,1.1604524,0.6258271,0.5714536,0.7872766,1.0861601,0.5666544,0.3879387
STMN1,11.624529,8.90221,12.420304,27.367231,11.309212,10.3651085,19.34562,9.204931,17.199364,23.636913,22.069916,17.436981,35.602077,0.33040196,0.46051657,0.3320886,0.4573541,0.15143616,0.3592748,0.42859632,0.4415174,0.675603,0.2953813,0.8076316,0.5854347,0.6085056,0.49527302,0.9709022,0.5943977,0.6655623,0.8253704,9.262045,7.7641726,0.8821079,0.6373016,0.99519306,1.5369602,1.4800636,1.8541884,2.485469,6.320191
SH3BGRL3,0.78935343,0.54334515,0.55978227,0.7366138,0.23788685,0.37684068,1.0595064,0.6327584,0.5261042,0.59081686,1.8081478,3.6788583,0.67247146,0.87885964,1.4412979,1.4556955,1.7560799,0.9210528,0.9616664,4.099915,2.2521627,3.0606182,2.1542716,3.6869154,2.2772348,2.6126816,1.4443518,4.767877,2.8044653,2.0413132,0.9758221,4.737598,4.4964685,21.177156,1.9924872,1.4696945,1.1780174,2.0544658,3.7519214,4.169006,2.5597644
NUDC,1.5625316,1.9897844,1.8831898,2.341618,2.1368315,2.3083625,1.4422106,2.8293304,1.6399399,2.0153058,1.5544139,1.4233918,2.5886824,0.8201157,7.030294,1.406732,7.350336,1.2701347,1.1321381,5.4365687,1.4530734,7.659966,1.4106131,5.5019164,1.020223,7.119487,1.4454647,5.676862,1.2551113,10.751711,1.3450366,1.7359377,3.7588694,2.831194,0.8888549,0.81523335,1.2084756,1.0238966,2.8855207,1.1692071,1.5136291
MARCKSL1,6.249766,6.850451,4.484888,9.547669,3.6791968,4.646048,10.675646,5.1922956,8.370591,8.750363,6.5558925,8.239741,12.325704,1.1319759,0.4264259,0.92676866,0.43620685,2.2758183,0.31014442,0.5519621,0.61492497,0.06583164,0.8899645,0.43743077,0.92529404,0.05028661,0.36459517,0.8063188,2.6377966,0.12052365,0.12750769,4.5102797,3.3802147,3.0775766,2.2318945,3.5792227,1.5005987,1.9214984,1.7134781,5.911619,4.364074
SFPQ,5.03733,12.53731,7.3595705,3.2149675,7.533763,6.031295,3.7855244,7.5170116,8.627945,7.6795435,3.0454178,4.2242365,3.4334195,2.105249,1.161684,1.088722,2.6265645,2.361274,1.2653298,2.2927396,1.7827865,2.0376506,3.59925,1.9321179,1.9279923,1.8208476,2.4430315,2.67258,2.0078247,1.8159847,0.9024542,2.3827996,2.1144798,1.9365828,3.0015264,1.9275917,1.3741714,2.5574882,2.646558,0.91010326,1.9042199
TEKT2,0.0,0.019025637,0.0,0.005657607,0.0,0.0,0.008401782,0.0,0.0,0.004727226,0.0,0.04147573,0.0,0.042026162,2.0653954,0.11009806,2.9462352,0.08297092,0.09689014,3.1166356,0.17892466,4.3247604,0.21157865,2.7955015,0.09027773,4.3878284,0.24549322,3.1894763,0.08904512,2.7091036,0.077105775,0.012955882,0.2843339,0.0,0.12498214,0.04445537,0.052127555,0.037819218,0.669296,0.011423413,0.019983055
DNALI1,0.4397826,0.10292212,0.10073377,0.08982635,0.109375246,0.0,0.22154246,0.108377084,0.1238903,0.14661467,0.32395425,0.27213582,0.1257023,0.16479345,2.8684864,0.20266491,2.696542,0.17096789,0.3144706,2.690824,0.30268696,3.4433756,0.28236523,3.1709244,0.106431045,3.222866,0.43860856,3.3162684,0.18801239,3.9729326,0.23525423,0.38038504,0.86096615,0.15007955,0.32267255,0.2339007,0.58278525,0.1791842,1.2011441,0.08391493,0.284264
AKIRIN1,1.0511875,4.3619423,2.1533191,0.6733055,3.847939,2.3688738,0.555187,2.5872567,5.0133786,3.7319849,0.41372657,0.34243104,0.65519273,0.52642107,0.9053847,0.40971828,0.8227489,0.595134,0.23613018,0.6322798,0.5232546,0.4030831,0.3131141,0.67140424,0.5900572,0.32905298,0.38177893,1.056141,0.45811233,0.3053795,0.15013412,1.0371997,1.126888,0.41390845,0.5921492,1.0732045,0.9456648,0.48539183,0.78456277,0.3364548,0.49966368
FAM183A,0.0,0.0,0.0,0.017866757,0.0,0.0,0.0047064954,0.0,0.0,0.011122276,0.012348298,0.019972736,0.0,0.056618083,15.518701,0.49032402,21.429626,0.57139075,0.032667127,25.763893,0.8073029,23.573898,0.41497552,24.774778,0.27075812,21.753325,0.381933,19.285288,0.38350978,28.295864,0.12839408,0.0,0.113983974,0.0,0.05349953,0.015250184,0.029876355,0.004126638,0.649472,0.0062817973,0.14028518
RPS8,33.388714,35.610134,41.682156,47.659847,47.3221,44.898563,51.385326,43.705784,37.285767,30.579697,27.406109,25.030703,28.210648,55.835762,26.479315,44.599003,39.06584,118.662964,75.58791,27.508543,40.362514,32.254864,61.434822,26.752975,47.143795,31.84161,68.11094,27.072065,61.01937,49.5271,118.11883,25.973162,25.727444,27.113577,19.372343,31.396046,22.369186,14.943779,36.96053,42.51104,26.639595
CCDC17,0.006088861,0.02974884,0.0,0.0,0.018361839,0.0,0.008964542,0.0,0.008695381,0.008848866,0.0,0.017848352,0.0,0.12395264,1.9127843,0.04214581,2.1010072,0.10822283,0.0046686786,4.998457,0.16725776,3.7482796,0.17010367,4.2769876,0.045454558,4.1925173,0.1646183,3.699109,0.14883207,2.2554915,0.0026748867,0.019804679,0.018524783,0.0,0.01170215,0.0067233713,0.028355096,0.010933621,0.0030426274,0.0063883225,0.05135948
TSPAN1,0.0,0.0,0.0,0.0038062623,0.0,0.0,0.005579809,0.0,0.0,0.005112674,0.0,0.0,0.0,0.3663072,1.9823024,0.5342284,2.4953177,0.17126238,0.85656893,2.924062,0.25005674,5.0008097,0.19799967,1.984542,0.22082597,4.310732,0.26478773,1.8088284,0.30510035,3.6786528,0.7926627,0.9115521,0.26656154,0.037566442,0.23449586,0.055277936,0.50374454,0.24774717,2.6192315,0.25445426,0.07986968
LDLRAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033755213,0.0,0.0,0.0,0.0,0.0,0.022259552,1.9586089,0.03429142,4.3653727,0.09361659,0.018915964,4.499088,0.018993044,6.279083,0.08303666,3.4626155,0.06746021,5.6504183,0.11013068,2.8564517,0.022324048,3.398865,0.0042666853,0.01586531,0.18590328,0.0,0.06800239,0.22882563,0.03152395,0.09242139,0.27835366,0.011234574,0.0
TMEM59,2.4444504,2.0172575,1.528449,1.0762653,0.97966737,1.6157122,2.5468593,1.690445,1.4146758,1.7848475,2.012769,1.6894126,1.5189464,1.8033744,9.852831,3.7838922,12.144202,2.0913053,2.5988061,10.779183,2.9867394,15.3789215,2.8209054,9.006891,2.471036,14.601854,3.5932045,8.612319,2.7636218,10.134874,2.9014502,3.1667635,3.669896,1.7482823,2.0265346,3.5712242,3.9118433,2.5898802,3.2266598,3.269468,0.83235115
TACSTD2,0.0,0.047932122,0.0,0.0,0.012003382,0.0,0.0,0.0,0.06894798,0.08602988,0.0,0.021324884,0.0,4.119955,1.6318735,0.62704986,2.4284687,5.9616055,1.5617071,0.8640834,7.4133215,1.4908832,6.049881,0.70557714,2.6424265,1.2194582,3.8060014,1.4985703,2.0232008,0.7999813,0.49321282,3.2431643,1.2245529,0.017686028,11.312853,2.3028698,5.41373,1.2120682,2.3027053,4.1688094,0.0
GADD45A,0.595714,2.5967627,2.9153218,0.14955556,5.3371315,3.185446,0.4271605,1.9301834,4.0184903,3.667242,0.06791623,1.1061183,0.025463818,2.0641854,0.69201016,0.18669274,0.6867799,3.0747812,0.93713933,0.76391333,2.892042,0.3636008,2.5530736,0.3867052,1.4879162,0.2742348,1.5781697,0.79732686,1.0223919,0.18703003,0.4761514,1.6472217,1.0414022,1.2460471,0.82554036,1.578368,1.1410649,1.626482,1.1229544,0.3424555,0.17654318
DNAJB4,0.29880357,1.6569492,12.018065,0.73051685,8.443754,11.906155,1.1915433,10.52529,9.574922,8.27763,0.15258421,0.25748104,0.28602597,0.44229844,0.4537881,0.18313414,0.93033636,0.37530956,0.43189958,0.6885984,0.6538666,0.73951197,0.60973364,0.6738956,0.77031237,0.55992997,0.6293088,1.0584527,0.51080436,0.6911524,0.28313583,0.22091667,0.11304075,0.35996792,0.5200929,0.14484663,0.47452578,0.44750223,0.18364073,0.06583328,0.16721639
CCN1,5.6930447,13.14772,7.25682,1.1127584,6.598925,9.964345,2.4460745,15.383841,8.721675,8.106392,1.1539879,4.5069866,1.1994212,4.634377,1.9287609,0.47620085,2.8569114,3.534407,1.9474921,2.1524982,3.103911,1.574712,3.9188092,1.6596102,2.3461065,1.2950242,4.0634766,6.1411047,1.0106059,0.73663104,0.58725625,3.863001,0.434871,0.40971088,4.6033354,2.1333828,3.7498896,2.7458234,1.3566488,0.44812435,0.3267454
RPL5,28.467936,37.443813,17.448505,17.780115,19.902796,18.64575,21.070919,18.075298,20.250608,17.31281,14.198857,13.401278,15.002218,28.668262,13.667904,26.35862,12.640812,40.18664,36.188324,8.666654,14.117016,9.354888,25.488327,8.828938,16.119013,10.074996,30.76232,7.8659554,22.711716,14.339391,42.725414,20.042862,11.393045,15.991231,9.816434,15.453633,15.440855,6.0528035,20.765242,27.23967,18.074236
F3,0.6576589,3.0430763,1.2658051,0.10380972,1.181728,3.5378819,0.21782832,3.2355523,1.0274489,0.9310836,0.2116002,2.3033605,0.15462889,0.34918806,0.08581733,0.18777695,0.07861965,0.22029723,0.3950977,0.2657006,0.49294403,0.05782815,0.34338146,0.0952605,0.15137653,0.033498887,0.33326828,0.028006429,0.25473955,0.08385062,0.15035903,0.418341,0.044595003,0.27203417,0.12734154,0.047937103,0.27052838,0.05147343,0.03961993,0.039722018,0.0
C1orf194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007520563,0.10395814,22.585012,0.65173465,31.069551,0.771712,0.17292422,32.174564,1.170064,30.494696,0.6678107,32.31513,0.73301136,28.4707,0.718045,33.706707,0.51826876,38.6448,0.2250445,0.007885926,0.083952785,0.0,0.07853707,0.13396646,0.020739634,0.0026941386,0.7362601,0.004401173,0.03679339
PIFO,0.06144102,0.0,0.0385261,0.04229516,0.0,0.050818585,0.081673585,0.044293657,0.07276031,0.013770779,0.008887947,0.03421901,0.088097215,0.22241497,11.828564,0.42099637,9.900386,0.29016966,0.094908215,9.49673,0.3217201,11.367489,0.43642926,12.115533,0.29928526,11.262324,0.3557803,12.443139,0.20069847,13.60464,0.13845146,0.047606703,0.19736348,0.010872289,0.12181537,0.39516306,0.13790314,0.024756245,1.2181253,0.05917869,0.046989035
OVGP1,0.0,0.018872047,0.040288355,0.0052916324,0.017618578,0.0,0.0,0.034133505,0.0072358707,0.01726288,0.0,0.013114708,0.027978197,22.10696,11.192711,165.39897,0.30339095,2.600279,24.831451,2.572585,98.51148,0.4126844,9.463552,2.118411,77.070816,0.9808604,24.420622,2.3871624,76.34338,9.595093,56.36375,0.0,0.0096246805,0.0,0.020013142,0.09274966,0.0015443129,0.002766758,0.0087470375,0.0018206637,0.0
WDR77,0.30315727,0.33964002,0.17858687,0.28638107,0.11464645,0.1634205,0.1670632,0.0890269,0.21792993,0.2188111,0.25638485,0.29407075,0.27951077,1.2820861,2.0846312,4.9094515,0.54892796,0.5652499,1.5607278,1.3332279,4.56663,0.735089,0.9086457,1.9688622,4.72555,1.1062907,1.4930488,2.099948,4.003065,2.1737065,2.9096797,0.45100734,0.59504527,0.24437772,0.38648254,1.1174837,0.29964995,0.25931454,0.2601653,0.24458322,0.0
HSD3B2,0.25949085,0.2579517,0.053421013,0.039163075,0.07466685,0.11630256,0.03361582,0.032282807,0.0045220708,0.117038555,0.26114446,0.19745994,0.23263262,0.0,0.0,0.0,0.0,0.003060603,0.0,0.0,0.0,0.0012254169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.02759,0.00035060948,0.0,0.0,0.0,0.0002906902,0.0,0.0
MCL1,3.583693,4.143419,12.226572,2.006861,11.763395,8.950194,1.5358979,7.7327123,13.391088,9.090826,1.0325433,3.2239826,1.7189351,3.9499726,1.5433077,0.8689174,2.4490561,3.033686,1.5866402,2.9577386,3.1120427,1.3686724,2.3430452,3.57999,3.18997,1.1104306,1.6881785,4.743915,2.91903,1.0259348,1.13438,3.6311016,2.0493412,1.3433079,5.425022,2.0135837,3.9182649,2.7294345,1.254058,0.9362192,0.729532
RIIAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018866017,4.757293,0.17486997,3.1130877,0.049789783,0.0060049784,3.3369656,0.022222651,2.5413222,0.035223834,4.081706,0.021735797,2.749591,0.14078216,3.8597326,0.2277187,6.0481586,0.13542151,0.0,0.0,0.0,0.0033008596,0.033327945,0.010954958,0.019300936,0.18101083,0.00083560526,0.0
S100A10,9.182544,7.253612,5.6040983,11.812629,6.7320967,6.260125,6.847669,3.4263809,6.90517,8.972624,13.770097,5.8445954,12.683556,3.0869772,3.637182,1.7833775,4.1896057,3.4030435,3.6194942,3.4187236,6.6466584,2.0509157,4.178478,3.8790836,3.8644536,2.1975038,3.522642,4.038483,3.4455905,2.3707001,4.3695006,4.9089746,4.5927286,23.366863,3.2310646,6.181045,11.812578,1.0737484,4.8803368,7.0793886,18.665445
S100A11,0.65245545,0.24700914,0.6033976,1.9790039,0.52598,0.4110115,1.1610782,0.4809571,0.18936446,0.22454832,3.0876272,1.327323,1.5170385,4.98122,23.122221,9.3318815,17.782385,4.809482,8.176327,18.505932,10.381425,25.748297,9.58124,20.770658,8.585711,21.407476,8.653674,23.173302,12.876622,24.228474,8.254201,5.1911793,11.804458,15.400824,11.100772,18.371988,17.293657,10.352803,20.471653,13.937618,18.655876
SPRR2F,11.239677,5.4638667,1.7628412,2.966911,0.93643284,1.3784041,6.7590756,2.780596,0.72717464,0.32995152,3.8098898,6.4389877,1.689209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012099114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11811218,0.0,0.004127555,0.0019167771,0.0,0.0005884632,0.0,0.0
S100A6,0.87089396,0.6665255,0.96709394,1.6265857,0.59685165,0.7187837,1.4601319,0.36877945,1.2789866,0.87980694,2.4515007,2.135507,1.0123844,8.220809,17.14728,5.071238,24.327963,8.201596,12.38636,22.050901,13.651235,24.094978,13.663775,20.030447,3.968606,25.136549,13.059976,21.65532,4.3448353,28.31407,8.729664,7.0517282,36.032513,23.409466,16.703876,7.3370824,30.655952,69.798065,4.3494496,37.527306,8.287582
S100A16,1.8699367,1.1942575,1.9296353,3.7468727,1.3144387,1.3727401,1.991265,0.6209735,1.1677084,1.2875464,2.4180124,1.1534485,2.6086671,0.65919304,0.46720365,3.2160094,0.09095568,0.38908765,1.2599827,0.1932346,1.472839,0.14447449,0.6519817,0.16349861,1.782597,0.11951592,0.8009439,0.1633467,2.3803596,0.30134103,2.274672,2.2009563,3.6813695,13.857874,1.6055309,1.415774,1.7590177,1.2751154,0.08403209,1.3678834,2.7314289
MUC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017162923,0.0,0.0,0.008130578,0.054766018,0.005130748,2.6503956,0.6831751,3.8548446,0.7608241,1.5643221,1.9726993,0.9470425,3.2763717,1.6386306,2.9932113,0.52598685,2.6870842,1.8115612,2.20738,0.6034956,1.6644444,0.5848696,1.6714041,2.5875294,1.7669992,0.03842887,5.4375124,6.4138174,2.7055345,21.062254,8.319078,2.7547598,0.19282591
CRABP2,0.0063168453,0.06553899,0.06516413,0.016742257,0.028399035,0.022389615,0.0,0.044637173,0.080799386,0.08087733,0.006223893,0.02401121,0.0034279905,1.0217834,0.2629867,1.3278487,0.14582928,0.8885679,1.4123608,1.6340477,2.6307485,0.16829602,2.4955628,0.4814133,1.0693123,0.20611718,3.0976703,0.09094289,1.0671904,0.1651601,1.925465,3.4768357,9.1945715,0.21610677,3.3644595,1.6180284,1.7323416,2.539778,1.2883509,8.861789,4.541759
CFAP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006504228,0.0,0.0,0.0,0.0,0.025586808,2.163028,0.05717936,2.2416987,0.057262506,0.03895625,2.6368914,0.115402654,3.04258,0.043804158,2.4182053,0.008996937,3.1770856,0.1585633,2.1088245,0.06714775,3.1704688,0.0,0.016135452,0.083057545,0.0,0.11406686,0.021201903,0.04624487,0.015103024,0.6307059,0.07954527,0.0
CFAP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056277137,6.3489633,0.13934328,4.594102,0.11581558,0.049830757,3.8512561,0.21082479,5.1986537,0.20133488,4.7088447,0.116681956,5.328336,0.1529531,5.144925,0.09882926,6.8554664,0.06960193,0.026360175,0.14922713,0.0,0.08767536,0.0264863,0.070740625,0.012862432,0.7648764,0.015994381,0.046087626
HSPA6,1.425631,10.893372,34.98302,1.7065747,51.722855,34.790386,5.2555547,69.20795,3.097489,3.2971222,0.0,0.004493428,0.12042775,0.38123325,0.20271416,0.14711326,1.1772113,0.35548055,0.23691712,0.615096,1.360373,0.2663269,0.17753048,1.1762472,0.8615531,0.3394665,0.56122255,1.7290376,1.25945,0.019468052,0.04815882,0.7948416,0.04904502,0.0,0.86171395,0.012312213,0.90908724,0.15623654,0.3390788,0.077334106,0.029886251
CACYBP,1.3961387,7.5642557,9.199209,1.5445412,10.164677,10.313457,1.237093,11.703603,6.9199066,8.626687,0.8162728,0.6779053,1.5368588,0.5360685,1.4120106,0.846042,1.2063074,0.6423185,0.72077435,0.7388526,0.5659248,0.76514256,0.4876652,0.89849347,0.7918304,0.8875269,0.54265004,0.990615,0.8112816,0.7184226,0.424429,1.546764,2.1703997,1.2757626,0.7305446,1.1852309,1.2258809,0.97561914,1.5944915,0.8100256,2.428137
ELF3,0.0056490456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021480285,0.008301123,0.0,9.295774,6.543028,1.2830616,6.513764,3.8260047,7.195853,5.896986,13.222534,7.437283,4.8865986,6.096618,7.026809,6.7445354,7.975594,16.508316,3.9416225,8.355486,4.517262,10.563769,9.286946,0.0,13.006377,8.468271,5.9204345,6.48005,6.2840676,3.1740854,0.9215243
PPP1R12B,5.779558,11.362803,4.950399,2.318615,5.637731,3.6711273,1.1604416,3.804685,3.110938,3.0418563,3.3259614,4.650123,2.50144,0.12586306,0.27518338,0.07214502,0.15915614,0.13338985,0.08615327,0.20570838,0.095476665,0.18326224,0.1301823,0.20808929,0.06746232,0.19504496,0.08080091,0.21136554,0.092372775,0.1279839,0.05207501,0.24021429,0.036994178,1.5593843,0.47786018,0.070455946,0.116154864,0.15317789,0.29444504,0.022188284,0.14070201
CD55,2.5488286,9.260983,8.615603,1.4154897,7.14542,6.906779,1.2765336,5.459944,4.0707808,5.209736,1.4101491,0.8096982,2.2469327,1.7692999,1.3719329,0.5448196,1.3668349,1.5063039,0.62042165,1.4143229,1.3269019,1.0486686,1.2355118,1.2643299,1.6713345,0.698018,0.5336543,2.8627944,1.5888265,0.88529396,0.33562815,0.7376508,1.3815578,0.715725,0.7855905,0.37862375,1.7804092,1.4730927,0.809318,0.2611781,0.21700558
ATF3,0.15493634,1.1977642,3.5492725,0.14044078,3.5288138,3.7940922,0.15479526,2.6053994,3.4277456,1.8758446,0.018446894,0.06444024,0.0,9.162108,3.2890575,1.0891405,5.8528504,7.6879487,2.7919648,3.2011626,10.056729,2.968783,7.365601,3.0055575,10.225589,2.203619,3.8159719,8.981945,5.164078,2.2011893,1.7838585,2.0565023,2.455707,0.37516943,4.0213447,2.5441234,12.865799,6.1492968,0.78410554,0.1477632,0.11523203
LEFTY2,4.8131514,0.23036782,0.0,0.077065274,0.060994897,0.16717362,0.51314414,0.10098222,0.0,0.007928003,0.07734557,2.6316586,0.048257902,0.0,0.0,0.0,0.0045321425,0.0042724386,0.0,0.019799082,0.010593995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030060632,0.00821154,0.038291827,0.03613219,0.0,0.0,0.14301819,0.0,0.0011082905,0.032882925,0.007765338
GREB1,4.4059863,3.0049226,0.85463953,1.198166,0.9366096,2.0343652,1.6643883,1.6105363,0.7137642,0.88109624,3.4949863,6.699214,1.4837115,0.36339864,0.46857163,0.23173642,0.62018436,0.448939,0.27070054,0.32727608,0.26863867,0.1700851,0.4340867,0.31122643,0.27093768,0.31617144,0.52499014,0.46472403,0.064170875,0.17143625,0.17508125,0.03478851,0.034747675,2.2683063,0.41643482,0.16530389,0.009822233,0.04025863,0.039367013,0.006348914,0.16328886
DPY30,0.909412,0.660213,0.5574282,2.1593351,0.5860773,0.53367835,1.5688528,0.63576335,0.8337661,1.1703014,1.7924787,1.3300022,1.9617747,0.9730923,6.882595,1.359823,3.8726838,0.78800684,1.2787814,5.432895,0.99832946,5.5526233,1.1709156,6.6293464,1.1731261,5.502536,1.3667474,6.093279,1.6839197,8.004074,1.4555651,1.3397818,2.8933072,1.0773824,0.6564009,2.3274264,0.9633341,1.3197639,2.546498,1.8101175,2.1400907
CYP1B1,0.004086073,0.022209415,0.06767912,0.004750882,0.0,0.0,0.010048888,0.0,0.024099993,0.04618716,0.0,0.0,0.0,1.982218,0.15868182,1.0127457,0.09494592,0.49970785,0.6001462,0.85014373,4.6540236,0.09342705,1.9337589,0.26409256,2.375645,0.09294156,0.98754233,0.19066207,1.4414665,0.27707258,0.8705345,0.058094304,0.29124108,0.069220625,0.7118465,0.4921898,0.817209,6.0297313,0.43227893,0.28290707,0.13469806
MORN2,0.43512166,0.25680926,0.3040271,0.41624066,0.13418247,0.040834725,0.42653555,0.27255014,0.32708436,0.4024668,0.37937063,0.28950822,0.38833648,0.413135,12.408571,0.99887216,7.405645,0.39198932,0.48054308,7.3053427,0.53151107,6.919749,0.40992334,8.527907,0.6151032,6.862772,0.47919905,7.230912,0.5340216,10.729917,0.65292203,0.347497,0.96230304,0.6964476,0.32683408,1.0003748,0.6030343,0.3112838,2.7031279,0.8756626,1.1764816
CCT4,2.5325246,6.3762918,5.747807,2.722014,5.7930756,5.7331285,2.3223288,7.9930515,5.6002483,7.2145357,2.437233,2.1108167,3.4069715,1.0267267,1.593603,1.1014987,1.5441113,1.0376611,0.9762819,1.6717217,1.4708383,1.5783966,1.3262551,1.7305689,1.1591437,1.6320591,1.2958354,1.9792131,1.3591384,1.6844003,1.1811,1.129008,3.1436577,2.2729058,0.74413997,1.5718814,1.4334066,1.0000165,1.3464047,1.0173,2.457677
EGR4,0.21927002,0.7111928,3.2222884,0.11168676,2.0972788,1.5767387,0.16822319,1.3707114,6.3841925,4.5926375,0.011636774,0.043000173,0.043594845,0.037037894,0.0,0.008171117,0.0,0.0,0.0,0.002680112,0.0,0.0,0.019699447,0.0,0.0,0.0,0.0,0.0,0.016190728,0.0,0.0,0.011644911,0.0,0.0,0.0057541705,0.0905113,0.049595825,0.074797235,0.0020069892,0.0,0.0
WDR54,0.4433989,0.28963122,0.15151407,0.4584637,0.1735515,0.29351142,0.4563792,0.13742343,0.22989514,0.26575714,0.35013416,0.19542003,0.35403112,0.15442738,4.037996,0.2545446,3.5415962,0.15567176,0.11722006,3.5055308,0.064970486,3.8416214,0.20921035,4.04018,0.1367972,4.297395,0.36440954,4.1736045,0.13056713,6.018714,0.23130502,0.82491684,0.49893808,0.5137848,0.11064112,0.37194115,0.46988654,0.19656892,0.45794973,0.3386803,0.6595256
TMSB10,56.982002,41.73555,53.703278,117.705124,54.27903,65.56844,139.78766,52.386074,53.90828,46.529156,106.075615,128.56349,87.123146,14.215497,89.61544,46.763786,34.030235,19.653727,17.739227,15.714703,24.6113,11.336615,13.190242,21.12164,35.217094,10.142042,12.896027,25.205212,49.078354,19.934431,24.436409,14.085165,44.960754,126.12672,22.5203,73.664345,31.700237,35.59548,34.261524,46.80748,69.39586
RPL31,12.420855,11.068669,30.204144,28.365929,29.345442,31.273258,29.230675,25.01432,28.301916,26.294014,33.40117,26.453741,27.964651,56.74453,22.317648,42.52532,19.52403,61.05395,74.64367,27.11372,34.75422,26.293737,44.422047,28.151361,50.25189,24.56402,53.09717,23.588919,60.9763,33.23274,78.18198,8.30564,26.403955,5.7928677,3.62466,8.534377,3.7335744,4.225543,4.125894,31.831415,45.08706
